# dataset: GeoCSV2.0
# created: 2022-08-24 15:32:32 UTC (netCDF_2_GeoCSV.py)
# netCDF_file: KEA20-Moho.r0.0.nc
# delimiter: |
# global_title: Moho depth model for East Asia
# global_id: KEA20_Moho
# global_data_revision: r.0.0
# global_Conventions: CF-1.0
# global_Metadata_Conventions: Unidata Dataset Discovery v1.0
# global_keywords: seismic, surface wave, tomography, East Asia, Moho, receiver functions, reflection
# global_acknowledgment: Model was provided by Michael Witek, Department of Geophysics, Kangwon National University
# global_history: 2022-08-24 15:32:32 UTC Converted to GeoCSV by netCDF_2_GeoCSV.py ,v2022.237 from KEA20-Moho.r0.0.nc; 2022-08-22 19:48:38 UTC Converted to netCDF by GeoCSV_2_netCDF.py v2022.230 from KEA20-Moho.r0.0.csv; 2022-08-22 19:46:46 UTC Converted to GeoCSV by netCDF_2_GeoCSV.py ,v2022.230 from KEA20-Moho.r0.0.nc; v1.0.0 created 2021-06-02
# global_summary: Here we provide depths to the Moho boundary in KEA20, relative to a mean Earth radius of 6371 km.; These Moho depths result from an initial inversion of point constraints from teleseismic; receiver function and seismic reflection studies, plus additional Moho perturbations from the; surface wave dispersion data inversion. The reference model Moho is taken from CRUST1.0.  ; For additional information please see the supplementary information of Witek et al. (2021).
# global_reference: ; @article{witek-2021-kea20,; title={Radial anisotropy in East Asia from multimode surface wave tomography},; author={M. Witek and S.-J. Chang and D.Y. Lim and S. Ning and J. Ning},; journal={Journal of Geophysical Research},; year={2021},; volume={},; pages={}; };
# global_reference_pid: 
# global_author_name: M. Witek
# global_author_email: mwitek2@gmail.com
# global_author_institution: Department of Geophysics, Kangwon National University
# global_geospatial_lat_min: 15.0
# global_geospatial_lat_max: 51.0
# global_geospatial_lat_resolution: 0.2
# global_geospatial_lat_units: degrees_north
# global_geospatial_lon_min: 70.0
# global_geospatial_lon_max: 150.0
# global_geospatial_lon_resolution: 0.2
# global_geospatial_lon_units: degrees_east
# global_netcdf_file: KEA20_Moho.nc
# global_repository_name: EMC
# global_repository_institution: IRIS EMC
# global_repository_pid: doi:10.17611/dp/emc.2021.kea20.1
# y_column: latitude
# y_variable: latitude
# y_dimensions: 1
# y_long_name: Latitude; positive north
# y_units: degrees_north
# y_standard_name: latitude
# x_column: longitude
# x_variable: longitude
# x_dimensions: 1
# x_long_name: Longitude; positive east
# x_units: degrees_east
# x_standard_name: longitude
# moho_column: moho
# moho_variable: moho
# moho_dimensions: 2
# moho_variable: moho
# moho_long_name: Moho depth relative to a mean Earth radius of 6371 km
# moho_display_name: Moho depth (km)
# moho_units: km
latitude|longitude|moho
18.4|77.2|35.89
18.4|77.4|35.678
18.4|77.6|35.257
18.4|77.8|34.621
18.4|78.0|33.974
18.4|78.2|33.328
18.4|78.4|32.705
18.4|78.6|33.139
18.4|78.8|34.615
18.4|79.0|36.094
18.4|79.2|37.572
18.4|79.4|39.049
18.4|79.6|39.815
18.4|79.8|39.874
18.4|80.0|39.935
18.4|80.2|39.992
18.4|80.4|40.052
18.4|80.6|39.949
18.4|80.8|39.687
18.4|81.0|39.423
18.4|81.2|39.159
18.4|81.4|38.895
18.4|81.6|38.803
18.4|81.8|38.883
18.4|82.0|38.964
18.4|82.2|39.044
18.4|82.4|39.128
18.4|82.6|38.871
18.4|82.8|38.267
18.4|83.0|37.671
18.4|83.2|37.067
18.4|83.4|36.456
18.4|83.6|35.38
18.4|83.8|33.844
18.4|84.0|32.3
18.4|84.2|30.761
18.4|84.4|29.224
18.4|84.6|27.566
18.4|84.8|25.791
18.4|85.0|24.015
18.4|85.2|22.238
18.4|85.4|20.463
18.4|85.6|19.314
18.4|85.8|18.791
18.4|86.0|18.268
18.4|86.2|17.745
18.4|86.4|17.221
18.4|86.6|17.049
18.4|86.8|17.227
18.4|87.0|17.405
18.4|87.2|17.583
18.4|87.4|17.762
18.4|87.6|18.045
18.4|87.8|18.432
18.4|88.0|18.82
18.4|88.2|19.208
18.4|88.4|19.596
18.4|88.6|19.797
18.4|88.8|19.811
18.4|89.0|19.825
18.4|89.2|19.838
18.4|89.4|19.852
18.4|89.6|19.837
18.4|89.8|19.792
18.4|90.0|19.747
18.4|90.2|19.702
18.4|90.4|19.657
18.4|90.6|19.434
18.4|90.8|19.034
18.4|91.0|18.634
18.4|91.2|18.234
18.4|91.4|17.835
18.4|91.6|17.646
18.4|91.8|17.667
18.4|92.0|17.689
18.4|92.2|17.711
18.4|92.4|17.732
18.4|92.6|18.67
18.4|92.8|20.525
18.4|93.0|22.38
18.4|93.2|24.233
18.4|93.4|26.089
18.4|93.6|27.483
18.4|93.8|28.416
18.4|94.0|29.349
18.4|94.2|30.282
18.4|94.4|31.213
18.4|94.6|32.004
18.4|94.8|32.655
18.4|95.0|33.306
18.4|95.2|33.956
18.4|95.4|34.607
18.4|95.6|34.887
18.4|95.8|34.799
18.4|96.0|34.71
18.4|96.2|34.621
18.4|96.4|34.533
18.4|96.6|34.368
18.4|96.8|34.131
18.4|97.0|33.895
18.4|97.2|33.657
18.4|97.4|33.42
18.4|97.6|33.301
18.4|97.8|33.298
18.4|98.0|33.297
18.4|98.2|33.281
18.4|98.4|33.266
18.4|98.6|33.56
18.4|98.8|34.077
18.4|99.0|34.69
18.4|99.2|35.346
18.4|99.4|36.076
18.4|99.6|36.411
18.4|99.8|36.44
18.4|100.0|36.464
18.4|100.2|36.477
18.4|100.4|36.49
18.4|100.6|36.495
18.4|100.8|36.493
18.4|101.0|36.491
18.4|101.2|36.488
18.4|101.4|36.485
18.4|101.6|36.389
18.4|101.8|36.2
18.4|102.0|36.01
18.4|102.2|35.821
18.4|102.4|35.632
18.4|102.6|35.443
18.4|102.8|35.256
18.4|103.0|35.07
18.4|103.2|34.883
18.4|103.4|34.693
18.4|103.6|34.479
18.4|103.8|34.237
18.4|104.0|33.991
18.4|104.2|33.746
18.4|104.4|33.49
18.4|104.6|33.468
18.4|104.8|33.695
18.4|105.0|33.906
18.4|105.2|34.114
18.4|105.4|34.339
18.4|105.6|34.224
18.4|105.8|33.968
18.4|106.0|33.881
18.4|106.2|33.927
18.4|106.4|33.88
18.4|106.6|33.749
18.4|106.8|33.607
18.4|107.0|33.445
18.4|107.2|33.275
18.4|107.4|33.104
18.4|107.6|32.951
18.4|107.8|32.807
18.4|108.0|32.664
18.4|108.2|32.516
18.4|108.4|32.331
18.4|108.6|32.152
18.4|108.8|31.963
18.4|109.0|31.773
18.4|109.2|31.511
18.4|109.4|31.291
18.4|109.6|30.973
18.4|109.8|30.576
18.4|110.0|30.176
18.4|110.2|29.77
18.4|110.4|29.36
18.4|110.6|28.651
18.4|110.8|27.626
18.4|111.0|26.599
18.4|111.2|25.574
18.4|111.4|24.533
18.4|111.6|23.656
18.4|111.8|22.939
18.4|112.0|22.218
18.4|112.2|21.498
18.4|112.4|20.776
18.4|112.6|20.533
18.4|112.8|20.769
18.4|113.0|21.005
18.4|113.2|21.241
18.4|113.4|21.477
18.4|113.6|21.077
18.4|113.8|20.044
18.4|114.0|19.01
18.4|114.2|17.976
18.4|114.4|16.943
18.4|114.6|16.101
18.4|114.8|15.451
18.4|115.0|14.8
18.4|115.2|14.15
18.4|115.4|13.5
18.4|115.6|13.153
18.4|115.8|13.109
18.4|116.0|13.065
18.4|116.2|13.022
18.4|116.4|12.979
18.4|116.6|12.937
18.4|116.8|12.896
18.4|117.0|12.856
18.4|117.2|12.815
18.4|117.4|12.774
18.4|117.6|12.849
18.4|117.8|13.041
18.4|118.0|13.233
18.4|118.2|13.423
18.4|118.4|13.614
18.4|118.6|13.58
18.4|118.8|13.322
18.4|119.0|13.064
18.4|119.2|12.807
18.4|119.4|12.549
18.4|119.6|13.552
18.4|119.8|15.817
18.4|120.0|18.081
18.4|120.2|20.343
18.4|120.4|22.603
18.4|120.6|24.277
18.4|120.8|25.367
18.4|121.0|26.457
18.4|121.2|27.549
18.4|121.4|28.643
18.4|121.6|27.912
18.4|121.8|25.36
18.4|122.0|22.807
18.4|122.2|20.253
18.4|122.4|17.696
18.4|122.6|15.956
18.4|122.8|15.033
18.4|123.0|14.111
18.4|123.2|13.189
18.4|123.4|12.267
18.4|123.6|11.846
18.4|123.8|11.927
18.4|124.0|12.007
18.4|124.2|12.087
18.4|124.4|12.167
18.4|124.6|12.194
18.4|124.8|12.167
18.4|125.0|12.14
18.4|125.2|12.113
18.4|125.4|12.086
18.4|125.6|12.081
18.4|125.8|12.097
18.4|126.0|12.113
18.4|126.2|12.128
18.4|126.4|12.144
18.4|126.6|12.166
18.4|126.8|12.194
18.4|127.0|12.223
18.4|127.2|12.251
18.4|127.4|12.279
18.4|127.6|12.308
18.4|127.8|12.337
18.4|128.0|12.367
18.4|128.2|12.396
18.4|128.4|12.425
18.4|128.6|12.463
18.4|128.8|12.509
18.4|129.0|12.556
18.4|129.2|12.602
18.4|129.4|12.648
18.4|129.6|12.692
18.4|129.8|12.734
18.4|130.0|12.776
18.4|130.2|12.818
18.4|130.4|12.86
18.4|130.6|12.891
18.4|130.8|12.912
18.4|131.0|12.932
18.4|131.2|12.952
18.4|131.4|12.973
18.4|131.6|12.986
18.4|131.8|12.992
18.4|132.0|12.998
18.4|132.2|13.004
18.4|132.4|13.01
18.4|132.6|13.007
18.4|132.8|12.995
18.4|133.0|12.984
18.4|133.2|12.972
18.4|133.4|12.96
18.4|133.6|12.919
18.4|133.8|12.848
18.4|134.0|12.777
18.4|134.2|12.706
18.4|134.4|12.635
18.4|134.6|12.52
18.4|134.8|12.36
18.4|135.0|12.2
18.4|135.2|12.04
18.4|135.4|11.88
18.4|135.6|11.81
18.4|135.8|11.83
18.4|136.0|11.85
18.4|136.2|11.869
18.4|136.4|11.889
18.4|136.6|11.902
18.4|136.8|11.908
18.4|137.0|11.914
18.4|137.2|11.92
18.4|137.4|11.926
18.4|137.6|11.929
18.4|137.8|11.928
18.4|138.0|11.927
18.4|138.2|11.926
18.4|138.4|11.925
18.4|138.6|11.915
18.4|138.8|11.896
18.4|139.0|11.876
18.4|139.2|11.856
18.4|139.4|11.837
18.4|139.6|11.823
18.4|139.8|11.815
18.4|140.0|11.806
18.4|140.2|11.797
18.4|140.4|11.788
18.4|140.6|11.764
18.4|140.8|11.726
18.4|141.0|11.688
18.4|141.2|11.65
18.4|141.4|11.611
18.4|141.6|11.48
18.4|141.8|11.257
18.4|142.0|11.034
18.4|142.2|10.81
18.4|142.4|10.587
18.4|142.6|10.456
18.4|142.8|10.418
18.4|143.0|10.381
18.4|143.2|10.343
18.4|143.4|10.305
18.4|143.6|10.344
18.4|143.8|10.461
18.4|144.0|10.579
18.4|144.2|10.695
18.4|144.4|10.812
18.4|144.6|10.777
18.4|144.8|10.593
18.4|145.0|10.408
18.4|145.2|10.223
18.4|145.4|10.038
18.4|145.6|10.006
18.4|145.8|10.129
18.4|146.0|10.251
18.4|146.2|10.373
18.4|146.4|10.495
18.4|146.6|10.706
18.4|146.8|11.006
18.4|147.0|11.306
18.4|147.2|11.605
18.4|147.4|11.905
18.4|147.6|12.113
18.4|147.8|12.232
18.4|148.0|12.35
18.4|148.2|12.468
18.4|148.4|12.587
18.4|148.6|12.613
18.4|148.8|12.547
18.4|149.0|12.482
18.4|149.2|12.415
18.4|149.4|12.349
18.4|149.6|12.271
18.4|149.8|12.181
18.4|150.0|12.091
18.6|70.0|16.161
18.6|70.2|17.269
18.6|70.4|18.377
18.6|70.6|19.309
18.6|70.8|20.065
18.6|71.0|20.822
18.6|71.2|21.578
18.6|71.4|22.334
18.6|71.6|24.242
18.6|71.8|27.304
18.6|72.0|30.365
18.6|72.2|33.425
18.6|72.4|36.488
18.6|72.6|37.821
18.6|72.8|37.426
18.6|73.0|37.035
18.6|73.2|36.645
18.6|73.4|36.268
18.6|73.6|36.099
18.6|73.8|36.079
18.6|74.0|35.996
18.6|74.2|35.9
18.6|74.4|35.831
18.6|74.6|35.847
18.6|74.8|35.934
18.6|75.0|36.027
18.6|75.2|36.119
18.6|75.4|36.213
18.6|75.6|36.29
18.6|75.8|36.348
18.6|76.0|36.406
18.6|76.2|36.464
18.6|76.4|36.525
18.6|76.6|36.479
18.6|76.8|36.319
18.6|77.0|36.149
18.6|77.2|35.98
18.6|77.4|35.812
18.6|77.6|35.469
18.6|77.8|34.95
18.6|78.0|34.417
18.6|78.2|33.885
18.6|78.4|33.371
18.6|78.6|33.886
18.6|78.8|35.408
18.6|79.0|36.935
18.6|79.2|38.464
18.6|79.4|39.993
18.6|79.6|40.663
18.6|79.8|40.479
18.6|80.0|40.295
18.6|80.2|40.111
18.6|80.4|39.925
18.6|80.6|39.726
18.6|80.8|39.51
18.6|81.0|39.294
18.6|81.2|39.078
18.6|81.4|38.861
18.6|81.6|38.854
18.6|81.8|39.057
18.6|82.0|39.26
18.6|82.2|39.462
18.6|82.4|39.666
18.6|82.6|39.519
18.6|82.8|39.022
18.6|83.0|38.523
18.6|83.2|38.022
18.6|83.4|37.523
18.6|83.6|36.603
18.6|83.8|35.266
18.6|84.0|33.929
18.6|84.2|32.592
18.6|84.4|31.255
18.6|84.6|29.649
18.6|84.8|27.774
18.6|85.0|25.898
18.6|85.2|24.023
18.6|85.4|22.148
18.6|85.6|20.88
18.6|85.8|20.22
18.6|86.0|19.559
18.6|86.2|18.899
18.6|86.4|18.238
18.6|86.6|17.958
18.6|86.8|18.058
18.6|87.0|18.158
18.6|87.2|18.258
18.6|87.4|18.358
18.6|87.6|18.593
18.6|87.8|18.963
18.6|88.0|19.332
18.6|88.2|19.701
18.6|88.4|20.071
18.6|88.6|20.262
18.6|88.8|20.277
18.6|89.0|20.292
18.6|89.2|20.306
18.6|89.4|20.321
18.6|89.6|20.327
18.6|89.8|20.324
18.6|90.0|20.32
18.6|90.2|20.316
18.6|90.4|20.312
18.6|90.6|20.13
18.6|90.8|19.77
18.6|91.0|19.41
18.6|91.2|19.049
18.6|91.4|18.689
18.6|91.6|18.529
18.6|91.8|18.569
18.6|92.0|18.609
18.6|92.2|18.65
18.6|92.4|18.69
18.6|92.6|19.57
18.6|92.8|21.292
18.6|93.0|23.014
18.6|93.2|24.736
18.6|93.4|26.458
18.6|93.6|27.782
18.6|93.8|28.709
18.6|94.0|29.636
18.6|94.2|30.562
18.6|94.4|31.487
18.6|94.6|32.247
18.6|94.8|32.84
18.6|95.0|33.434
18.6|95.2|34.028
18.6|95.4|34.621
18.6|95.6|34.901
18.6|95.8|34.865
18.6|96.0|34.829
18.6|96.2|34.792
18.6|96.4|34.753
18.6|96.6|34.615
18.6|96.8|34.379
18.6|97.0|34.143
18.6|97.2|33.907
18.6|97.4|33.67
18.6|97.6|33.531
18.6|97.8|33.495
18.6|98.0|33.448
18.6|98.2|33.395
18.6|98.4|33.338
18.6|98.6|33.535
18.6|98.8|34.047
18.6|99.0|34.59
18.6|99.2|35.326
18.6|99.4|36.072
18.6|99.6|36.464
18.6|99.8|36.523
18.6|100.0|36.584
18.6|100.2|36.619
18.6|100.4|36.656
18.6|100.6|36.653
18.6|100.8|36.61
18.6|101.0|36.567
18.6|101.2|36.524
18.6|101.4|36.48
18.6|101.6|36.378
18.6|101.8|36.22
18.6|102.0|36.062
18.6|102.2|35.904
18.6|102.4|35.746
18.6|102.6|35.551
18.6|102.8|35.32
18.6|103.0|35.09
18.6|103.2|34.856
18.6|103.4|34.624
18.6|103.6|34.445
18.6|103.8|34.314
18.6|104.0|34.185
18.6|104.2|34.043
18.6|104.4|33.892
18.6|104.6|33.863
18.6|104.8|33.88
18.6|105.0|33.959
18.6|105.2|34.042
18.6|105.4|34.13
18.6|105.6|33.964
18.6|105.8|33.682
18.6|106.0|33.691
18.6|106.2|33.739
18.6|106.4|33.754
18.6|106.6|33.639
18.6|106.8|33.514
18.6|107.0|33.378
18.6|107.2|33.224
18.6|107.4|33.07
18.6|107.6|32.923
18.6|107.8|32.787
18.6|108.0|32.646
18.6|108.2|32.477
18.6|108.4|32.301
18.6|108.6|32.097
18.6|108.8|31.936
18.6|109.0|31.77
18.6|109.2|31.607
18.6|109.4|31.428
18.6|109.6|31.146
18.6|109.8|30.826
18.6|110.0|30.533
18.6|110.2|30.247
18.6|110.4|29.923
18.6|110.6|29.237
18.6|110.8|28.159
18.6|111.0|27.087
18.6|111.2|26.0
18.6|111.4|24.908
18.6|111.6|24.01
18.6|111.8|23.314
18.6|112.0|22.616
18.6|112.2|21.915
18.6|112.4|21.214
18.6|112.6|20.996
18.6|112.8|21.263
18.6|113.0|21.532
18.6|113.2|21.799
18.6|113.4|22.066
18.6|113.6|21.742
18.6|113.8|20.827
18.6|114.0|19.911
18.6|114.2|18.995
18.6|114.4|18.08
18.6|114.6|17.281
18.6|114.8|16.599
18.6|115.0|15.916
18.6|115.2|15.233
18.6|115.4|14.55
18.6|115.6|14.111
18.6|115.8|13.915
18.6|116.0|13.719
18.6|116.2|13.524
18.6|116.4|13.328
18.6|116.6|13.185
18.6|116.8|13.094
18.6|117.0|13.003
18.6|117.2|12.912
18.6|117.4|12.821
18.6|117.6|12.873
18.6|117.8|13.069
18.6|118.0|13.264
18.6|118.2|13.458
18.6|118.4|13.652
18.6|118.6|13.582
18.6|118.8|13.248
18.6|119.0|12.914
18.6|119.2|12.581
18.6|119.4|12.247
18.6|119.6|13.075
18.6|119.8|15.067
18.6|120.0|17.058
18.6|120.2|19.045
18.6|120.4|21.033
18.6|120.6|22.657
18.6|120.8|23.917
18.6|121.0|25.177
18.6|121.2|26.441
18.6|121.4|27.705
18.6|121.6|27.076
18.6|121.8|24.555
18.6|122.0|22.033
18.6|122.2|19.507
18.6|122.4|16.981
18.6|122.6|15.333
18.6|122.8|14.565
18.6|123.0|13.796
18.6|123.2|13.028
18.6|123.4|12.262
18.6|123.6|11.93
18.6|123.8|12.034
18.6|124.0|12.139
18.6|124.2|12.242
18.6|124.4|12.347
18.6|124.6|12.385
18.6|124.8|12.36
18.6|125.0|12.335
18.6|125.2|12.309
18.6|125.4|12.284
18.6|125.6|12.265
18.6|125.8|12.252
18.6|126.0|12.24
18.6|126.2|12.227
18.6|126.4|12.214
18.6|126.6|12.219
18.6|126.8|12.24
18.6|127.0|12.261
18.6|127.2|12.282
18.6|127.4|12.303
18.6|127.6|12.329
18.6|127.8|12.36
18.6|128.0|12.391
18.6|128.2|12.422
18.6|128.4|12.453
18.6|128.6|12.491
18.6|128.8|12.538
18.6|129.0|12.585
18.6|129.2|12.632
18.6|129.4|12.679
18.6|129.6|12.72
18.6|129.8|12.757
18.6|130.0|12.794
18.6|130.2|12.831
18.6|130.4|12.868
18.6|130.6|12.897
18.6|130.8|12.92
18.6|131.0|12.943
18.6|131.2|12.966
18.6|131.4|12.989
18.6|131.6|13.002
18.6|131.8|13.007
18.6|132.0|13.011
18.6|132.2|13.015
18.6|132.4|13.02
18.6|132.6|13.017
18.6|132.8|13.007
18.6|133.0|12.998
18.6|133.2|12.988
18.6|133.4|12.978
18.6|133.6|12.944
18.6|133.8|12.887
18.6|134.0|12.83
18.6|134.2|12.772
18.6|134.4|12.715
18.6|134.6|12.601
18.6|134.8|12.431
18.6|135.0|12.261
18.6|135.2|12.09
18.6|135.4|11.92
18.6|135.6|11.836
18.6|135.8|11.837
18.6|136.0|11.839
18.6|136.2|11.84
18.6|136.4|11.841
18.6|136.6|11.848
18.6|136.8|11.86
18.6|137.0|11.873
18.6|137.2|11.885
18.6|137.4|11.897
18.6|137.6|11.906
18.6|137.8|11.912
18.6|138.0|11.918
18.6|138.2|11.924
18.6|138.4|11.93
18.6|138.6|11.925
18.6|138.8|11.909
18.6|139.0|11.894
18.6|139.2|11.878
18.6|139.4|11.863
18.6|139.6|11.847
18.6|139.8|11.832
18.6|140.0|11.816
18.6|140.2|11.8
18.6|140.4|11.785
18.6|140.6|11.757
18.6|140.8|11.716
18.6|141.0|11.675
18.6|141.2|11.633
18.6|141.4|11.592
18.6|141.6|11.458
18.6|141.8|11.229
18.6|142.0|11.001
18.6|142.2|10.772
18.6|142.4|10.543
18.6|142.6|10.418
18.6|142.8|10.397
18.6|143.0|10.376
18.6|143.2|10.355
18.6|143.4|10.334
18.6|143.6|10.379
18.6|143.8|10.488
18.6|144.0|10.598
18.6|144.2|10.707
18.6|144.4|10.816
18.6|144.6|10.777
18.6|144.8|10.588
18.6|145.0|10.399
18.6|145.2|10.21
18.6|145.4|10.021
18.6|145.6|9.976
18.6|145.8|10.075
18.6|146.0|10.173
18.6|146.2|10.271
18.6|146.4|10.369
18.6|146.6|10.577
18.6|146.8|10.894
18.6|147.0|11.211
18.6|147.2|11.527
18.6|147.4|11.844
18.6|147.6|12.049
18.6|147.8|12.143
18.6|148.0|12.236
18.6|148.2|12.329
18.6|148.4|12.423
18.6|148.6|12.449
18.6|148.8|12.407
18.6|149.0|12.364
18.6|149.2|12.321
18.6|149.4|12.279
18.6|149.6|12.229
18.6|149.8|12.172
18.6|150.0|12.115
18.8|70.0|17.052
18.8|70.2|18.004
18.8|70.4|18.957
18.8|70.6|19.839
18.8|70.8|20.652
18.8|71.0|21.465
18.8|71.2|22.277
18.8|71.4|23.09
18.8|71.6|24.923
18.8|71.8|27.779
18.8|72.0|30.634
18.8|72.2|33.488
18.8|72.4|36.345
18.8|72.6|37.61
18.8|72.8|37.283
18.8|73.0|36.958
18.8|73.2|36.637
18.8|73.4|36.316
18.8|73.6|36.153
18.8|73.8|36.105
18.8|74.0|36.041
18.8|74.2|35.955
18.8|74.4|35.887
18.8|74.6|35.883
18.8|74.8|35.94
18.8|75.0|36.001
18.8|75.2|36.062
18.8|75.4|36.123
18.8|75.6|36.184
18.8|75.8|36.242
18.8|76.0|36.299
18.8|76.2|36.357
18.8|76.4|36.414
18.8|76.6|36.372
18.8|76.8|36.233
18.8|77.0|36.091
18.8|77.2|35.946
18.8|77.4|35.8
18.8|77.6|35.611
18.8|77.8|35.375
18.8|78.0|35.134
18.8|78.2|34.897
18.8|78.4|34.66
18.8|78.6|35.179
18.8|78.8|36.445
18.8|79.0|37.712
18.8|79.2|38.986
18.8|79.4|40.261
18.8|79.6|40.781
18.8|79.8|40.548
18.8|80.0|40.315
18.8|80.2|40.082
18.8|80.4|39.849
18.8|80.6|39.624
18.8|80.8|39.405
18.8|81.0|39.184
18.8|81.2|38.966
18.8|81.4|38.746
18.8|81.6|38.773
18.8|81.8|39.048
18.8|82.0|39.323
18.8|82.2|39.597
18.8|82.4|39.871
18.8|82.6|39.828
18.8|82.8|39.466
18.8|83.0|39.103
18.8|83.2|38.738
18.8|83.4|38.373
18.8|83.6|37.544
18.8|83.8|36.25
18.8|84.0|34.958
18.8|84.2|33.664
18.8|84.4|32.37
18.8|84.6|30.912
18.8|84.8|29.289
18.8|85.0|27.667
18.8|85.2|26.044
18.8|85.4|24.421
18.8|85.6|23.22
18.8|85.8|22.439
18.8|86.0|21.659
18.8|86.2|20.879
18.8|86.4|20.098
18.8|86.6|19.658
18.8|86.8|19.558
18.8|87.0|19.458
18.8|87.2|19.358
18.8|87.4|19.258
18.8|87.6|19.353
18.8|87.8|19.64
18.8|88.0|19.928
18.8|88.2|20.215
18.8|88.4|20.503
18.8|88.6|20.674
18.8|88.8|20.73
18.8|89.0|20.787
18.8|89.2|20.842
18.8|89.4|20.898
18.8|89.6|20.925
18.8|89.8|20.923
18.8|90.0|20.919
18.8|90.2|20.916
18.8|90.4|20.913
18.8|90.6|20.772
18.8|90.8|20.492
18.8|91.0|20.211
18.8|91.2|19.931
18.8|91.4|19.651
18.8|91.6|19.571
18.8|91.8|19.692
18.8|92.0|19.812
18.8|92.2|19.932
18.8|92.4|20.053
18.8|92.6|20.894
18.8|92.8|22.456
18.8|93.0|24.018
18.8|93.2|25.58
18.8|93.4|27.142
18.8|93.6|28.365
18.8|93.8|29.25
18.8|94.0|30.133
18.8|94.2|31.016
18.8|94.4|31.9
18.8|94.6|32.597
18.8|94.8|33.11
18.8|95.0|33.624
18.8|95.2|34.136
18.8|95.4|34.649
18.8|95.6|34.883
18.8|95.8|34.837
18.8|96.0|34.791
18.8|96.2|34.744
18.8|96.4|34.694
18.8|96.6|34.596
18.8|96.8|34.451
18.8|97.0|34.304
18.8|97.2|34.156
18.8|97.4|34.009
18.8|97.6|33.916
18.8|97.8|33.874
18.8|98.0|33.829
18.8|98.2|33.774
18.8|98.4|33.692
18.8|98.6|33.877
18.8|98.8|34.3
18.8|99.0|34.802
18.8|99.2|35.399
18.8|99.4|36.056
18.8|99.6|36.443
18.8|99.8|36.545
18.8|100.0|36.642
18.8|100.2|36.726
18.8|100.4|36.804
18.8|100.6|36.801
18.8|100.8|36.715
18.8|101.0|36.629
18.8|101.2|36.541
18.8|101.4|36.454
18.8|101.6|36.345
18.8|101.8|36.215
18.8|102.0|36.084
18.8|102.2|35.954
18.8|102.4|35.823
18.8|102.6|35.62
18.8|102.8|35.344
18.8|103.0|35.068
18.8|103.2|34.791
18.8|103.4|34.513
18.8|103.6|34.426
18.8|103.8|34.535
18.8|104.0|34.639
18.8|104.2|34.719
18.8|104.4|34.799
18.8|104.6|34.74
18.8|104.8|34.509
18.8|105.0|34.312
18.8|105.2|34.236
18.8|105.4|34.188
18.8|105.6|33.988
18.8|105.8|33.874
18.8|106.0|33.809
18.8|106.2|33.828
18.8|106.4|33.717
18.8|106.6|33.603
18.8|106.8|33.471
18.8|107.0|33.324
18.8|107.2|33.172
18.8|107.4|33.011
18.8|107.6|32.863
18.8|107.8|32.73
18.8|108.0|32.566
18.8|108.2|32.386
18.8|108.4|32.211
18.8|108.6|31.932
18.8|108.8|31.684
18.8|109.0|31.542
18.8|109.2|31.484
18.8|109.4|31.359
18.8|109.6|31.2
18.8|109.8|31.108
18.8|110.0|30.904
18.8|110.2|30.561
18.8|110.4|30.17
18.8|110.6|29.511
18.8|110.8|28.45
18.8|111.0|27.369
18.8|111.2|26.258
18.8|111.4|25.156
18.8|111.6|24.296
18.8|111.8|23.691
18.8|112.0|23.087
18.8|112.2|22.475
18.8|112.4|21.863
18.8|112.6|21.646
18.8|112.8|21.822
18.8|113.0|21.999
18.8|113.2|22.174
18.8|113.4|22.35
18.8|113.6|22.099
18.8|113.8|21.422
18.8|114.0|20.746
18.8|114.2|20.07
18.8|114.4|19.392
18.8|114.6|18.755
18.8|114.8|18.155
18.8|115.0|17.557
18.8|115.2|16.957
18.8|115.4|16.357
18.8|115.6|15.806
18.8|115.8|15.302
18.8|116.0|14.798
18.8|116.2|14.294
18.8|116.4|13.79
18.8|116.6|13.446
18.8|116.8|13.263
18.8|117.0|13.08
18.8|117.2|12.896
18.8|117.4|12.713
18.8|117.6|12.7
18.8|117.8|12.856
18.8|118.0|13.012
18.8|118.2|13.167
18.8|118.4|13.322
18.8|118.6|13.28
18.8|118.8|13.04
18.8|119.0|12.801
18.8|119.2|12.561
18.8|119.4|12.321
18.8|119.6|12.984
18.8|119.8|14.55
18.8|120.0|16.115
18.8|120.2|17.678
18.8|120.4|19.242
18.8|120.6|20.715
18.8|120.8|22.096
18.8|121.0|23.48
18.8|121.2|24.865
18.8|121.4|26.25
18.8|121.6|25.757
18.8|121.8|23.395
18.8|122.0|21.031
18.8|122.2|18.665
18.8|122.4|16.299
18.8|122.6|14.799
18.8|122.8|14.163
18.8|123.0|13.528
18.8|123.2|12.893
18.8|123.4|12.259
18.8|123.6|11.993
18.8|123.8|12.094
18.8|124.0|12.196
18.8|124.2|12.296
18.8|124.4|12.398
18.8|124.6|12.438
18.8|124.8|12.419
18.8|125.0|12.399
18.8|125.2|12.379
18.8|125.4|12.359
18.8|125.6|12.34
18.8|125.8|12.322
18.8|126.0|12.305
18.8|126.2|12.287
18.8|126.4|12.269
18.8|126.6|12.27
18.8|126.8|12.289
18.8|127.0|12.308
18.8|127.2|12.327
18.8|127.4|12.346
18.8|127.6|12.37
18.8|127.8|12.399
18.8|128.0|12.428
