# dataset: GeoCSV2.0
# created: 2018-10-25 19:26:04 UTC (netCDF_2_GeoCSV_2D.py)
# netCDF_file: Crustal_Thickness_Error.nc
# delimiter: |
# global_title: Crustal thickness values within the western United States derived from receiver function observations
# global_id: Crustal_Thickness_Error
# global_summary: crustal thicknesses for the Western United States
# global_keywords: crust , Receiver function , IRIS EMC , CCP , Gilbert , thickness , Earth model , error
# global_Conventions: CF-1.0
# global_Metadata_Conventions: Unidata Dataset Discovery v1.0
# global_creator_name: IRIS EMC
# global_creator_url: http://www.iris.edu/dms/products/emc/
# global_creator_email: product@iris.edu
# global_institution: IRIS DMC
# global_acknowledgment: Model was provided by Hersh Gilbert,  Purdue University
# global_references: Crustal thicknesses for the Western United States, Gilbert (2012)
# global_history: 2015-11-09 created 2016-08-11 IRID DMC, updated variable definitions to make sure they are compatible with CF
# global_comment: model converted to netCDF by IRIS EMC
# global_geospatial_lat_min: 30.7
# global_geospatial_lat_max: 50.2
# global_geospatial_lat_units: degrees_north
# global_geospatial_lat_resolution: 0.1
# global_geospatial_lon_min: -125.0
# global_geospatial_lon_max: -101.0
# global_geospatial_lon_units: degrees_east
# global_geospatial_lon_resolution: 0.53
# latitude_column: latitude
# latitude_long_name: Latitude; positive north
# latitude_units: degrees_north
# latitude_standard_name: latitude
# longitude_column: longitude
# longitude_long_name: Longitude; positive east
# longitude_units: degrees_east
# longitude_standard_name: longitude
# thickness_column: thickness
# thickness_long_name: crustal thickness
# thickness_display_name: crustal thickness in km
# thickness_units: kilometer
# thickness_missing_value: nan
# thickness__FillValue: nan
# error_column: error
# error_long_name: crustal thickness error
# error_display_name: crustal thickness error in km
# error_units: kilometer
# error_missing_value: nan
# error__FillValue: nan
latitude|longitude|thickness|error
37.19|-112.7|31.0|1.0
37.19|-112.17|nan|nan
37.19|-111.64|nan|nan
37.19|-111.11|nan|nan
37.19|-110.58|36.0|1.0
37.19|-110.05|41.0|1.0
37.19|-109.53|45.0|1.0
37.19|-109.0|45.5|1.5
37.19|-108.47|46.0|1.0
37.19|-107.94|48.0|1.0
37.19|-107.41|52.0|1.0
37.19|-106.88|53.0|1.0
37.19|-106.35|53.0|1.0
37.19|-105.83|47.0|1.0
37.19|-105.3|46.0|1.0
37.19|-104.77|46.0|1.0
37.19|-104.24|44.0|1.0
37.19|-103.71|44.0|1.0
37.19|-103.18|44.0|1.0
37.19|-102.65|46.5|0.5
37.19|-102.13|44.0|1.0
37.19|-101.6|42.0|1.0
37.59|-124.86|nan|nan
37.59|-124.33|nan|nan
37.59|-123.8|19.0|1.0
37.59|-123.27|19.0|1.0
37.59|-122.74|18.0|1.0
37.59|-122.21|19.0|1.0
37.59|-121.68|19.0|1.0
37.59|-121.15|21.0|1.0
37.59|-120.63|19.0|1.0
37.59|-120.1|18.0|1.0
37.59|-119.57|47.0|1.0
37.59|-119.04|46.0|1.0
37.59|-118.51|42.0|1.0
37.59|-117.98|39.0|1.0
37.59|-117.45|38.0|0.0
37.59|-116.93|35.0|1.0
37.59|-116.4|42.0|2.0
37.59|-115.87|45.5|1.5
37.59|-115.34|33.0|1.0
37.59|-114.81|33.5|0.5
37.59|-114.28|34.0|1.0
37.59|-113.75|39.0|1.0
37.59|-113.23|39.0|1.0
37.59|-112.7|49.0|1.0
37.59|-112.17|49.0|1.0
37.59|-111.64|nan|nan
37.59|-111.11|49.0|1.0
37.59|-110.58|40.0|1.0
37.59|-110.05|41.0|1.0
37.59|-109.53|41.0|1.0
37.59|-109.0|39.0|1.0
37.59|-108.47|45.0|1.0
37.59|-107.94|46.0|1.0
37.59|-107.41|48.0|1.0
37.59|-106.88|51.0|1.0
37.59|-106.35|52.0|1.0
37.59|-105.83|51.0|1.0
37.59|-105.3|46.0|1.0
37.59|-104.77|48.0|1.0
37.59|-104.24|45.5|1.5
37.59|-103.71|43.0|1.0
37.59|-103.18|42.0|1.0
37.59|-102.65|45.0|1.0
37.59|-102.13|42.0|1.0
37.59|-101.6|43.0|1.0
38.0|-124.86|nan|nan
38.0|-124.33|nan|nan
38.0|-123.8|19.0|1.0
38.0|-123.27|19.0|1.0
38.0|-122.74|19.0|1.0
38.0|-122.21|19.0|1.0
38.0|-121.68|18.0|1.0
38.0|-121.15|23.0|1.0
38.0|-120.63|23.0|1.0
38.0|-120.1|nan|nan
38.0|-119.57|nan|nan
38.0|-119.04|42.0|1.0
38.0|-118.51|38.0|1.0
38.0|-117.98|39.0|1.0
38.0|-117.45|36.0|1.0
38.0|-116.93|36.0|1.0
38.0|-116.4|36.0|1.0
38.0|-115.87|35.0|1.0
38.0|-115.34|34.0|1.0
38.0|-114.81|34.0|1.0
38.0|-114.28|34.0|1.0
38.0|-113.75|41.0|1.0
38.0|-113.23|40.0|1.0
38.0|-112.7|38.0|1.0
38.0|-112.17|47.0|2.0
38.0|-111.64|51.0|1.0
38.0|-111.11|52.0|1.0
38.0|-110.58|43.0|1.0
38.0|-110.05|40.0|1.0
38.0|-109.53|40.0|1.0
38.0|-109.0|39.0|1.0
38.0|-108.47|49.0|1.0
38.0|-107.94|49.0|1.0
38.0|-107.41|48.0|1.0
38.0|-106.88|50.0|1.0
38.0|-106.35|50.0|1.0
38.0|-105.83|50.0|1.0
38.0|-105.3|49.0|1.0
38.0|-104.77|48.0|1.0
38.0|-104.24|50.0|1.0
38.0|-103.71|42.0|1.0
38.0|-103.18|43.0|1.0
38.0|-102.65|45.0|1.0
38.0|-102.13|43.5|0.5
38.0|-101.6|45.0|1.0
38.4|-124.86|nan|nan
38.4|-124.33|nan|nan
38.4|-123.8|20.0|1.0
38.4|-123.27|20.0|1.0
38.4|-122.74|20.0|1.0
38.4|-122.21|21.0|1.0
38.4|-121.68|22.0|1.0
38.4|-121.15|nan|nan
38.4|-120.63|nan|nan
38.4|-120.1|nan|nan
38.4|-119.57|nan|nan
38.4|-119.04|41.0|1.0
38.4|-118.51|40.0|1.0
38.4|-117.98|38.0|1.0
38.4|-117.45|36.5|0.5
38.4|-116.93|36.0|1.0
38.4|-116.4|35.0|1.0
38.4|-115.87|34.0|1.0
38.4|-115.34|34.0|1.0
38.4|-114.81|33.0|1.0
38.4|-114.28|33.0|1.0
38.4|-113.75|32.0|1.0
38.4|-113.23|41.0|1.0
38.4|-112.7|39.0|1.0
38.4|-112.17|42.0|1.0
38.4|-111.64|41.0|1.0
38.4|-111.11|nan|nan
38.4|-110.58|nan|nan
38.4|-110.05|42.5|0.5
38.4|-109.53|40.0|1.0
38.4|-109.0|38.5|1.5
38.4|-108.47|47.0|1.0
38.4|-107.94|48.5|0.5
38.4|-107.41|51.0|1.0
38.4|-106.88|51.0|1.0
38.4|-106.35|51.0|1.0
38.4|-105.83|nan|nan
38.4|-105.3|51.0|1.0
38.4|-104.77|49.0|1.0
38.4|-104.24|43.0|2.0
38.4|-103.71|46.0|1.0
38.4|-103.18|48.0|1.0
38.4|-102.65|39.0|1.0
38.4|-102.13|39.0|1.0
38.4|-101.6|44.5|1.5
38.81|-124.86|nan|nan
38.81|-124.33|nan|nan
38.81|-123.8|22.0|1.0
38.81|-123.27|21.0|1.0
38.81|-122.74|21.0|1.0
38.81|-122.21|23.0|1.0
38.81|-121.68|24.0|1.0
38.81|-121.15|27.0|1.0
38.81|-120.63|27.0|1.0
38.81|-120.1|42.0|1.0
38.81|-119.57|43.0|1.0
38.81|-119.04|43.0|1.0
38.81|-118.51|40.0|1.0
38.81|-117.98|37.0|1.0
38.81|-117.45|36.0|1.0
38.81|-116.93|36.0|2.0
38.81|-116.4|39.0|1.0
38.81|-115.87|38.0|1.0
38.81|-115.34|35.0|1.0
38.81|-114.81|34.0|1.0
38.81|-114.28|33.0|1.0
38.81|-113.75|38.0|1.0
38.81|-113.23|29.0|1.0
38.81|-112.7|31.0|2.0
38.81|-112.17|34.0|1.0
38.81|-111.64|38.0|1.0
38.81|-111.11|nan|nan
38.81|-110.58|nan|nan
38.81|-110.05|nan|nan
38.81|-109.53|31.0|1.0
38.81|-109.0|40.0|1.0
38.81|-108.47|44.0|1.0
38.81|-107.94|57.0|2.0
38.81|-107.41|52.0|1.0
38.81|-106.88|51.0|1.0
38.81|-106.35|51.0|1.0
38.81|-105.83|50.0|1.0
38.81|-105.3|50.0|1.0
38.81|-104.77|49.0|1.0
38.81|-104.24|53.0|2.0
38.81|-103.71|49.0|1.0
38.81|-103.18|49.0|1.0
38.81|-102.65|37.0|2.0
38.81|-102.13|40.0|1.0
38.81|-101.6|43.5|1.5
39.21|-124.86|nan|nan
39.21|-124.33|25.0|1.0
39.21|-123.8|24.0|1.0
39.21|-123.27|24.0|1.0
39.21|-122.74|23.0|1.0
39.21|-122.21|nan|nan
39.21|-121.68|nan|nan
39.21|-121.15|31.0|1.0
39.21|-120.63|nan|nan
39.21|-120.1|43.0|1.0
39.21|-119.57|36.0|1.0
39.21|-119.04|35.0|1.0
39.21|-118.51|36.0|1.0
39.21|-117.98|34.0|1.0
39.21|-117.45|35.0|1.0
39.21|-116.93|44.0|2.0
39.21|-116.4|41.0|1.0
39.21|-115.87|38.0|1.0
39.21|-115.34|37.0|1.0
39.21|-114.81|36.0|1.0
39.21|-114.28|37.0|1.0
39.21|-113.75|38.0|1.0
39.21|-113.23|29.0|1.0
39.21|-112.7|28.0|1.0
39.21|-112.17|35.0|1.0
39.21|-111.64|35.0|1.0
39.21|-111.11|nan|nan
39.21|-110.58|44.0|1.0
39.21|-110.05|43.0|1.0
39.21|-109.53|43.0|1.0
39.21|-109.0|38.0|1.0
39.21|-108.47|40.0|1.0
39.21|-107.94|42.0|1.0
39.21|-107.41|53.0|1.0
39.21|-106.88|50.0|1.0
39.21|-106.35|51.0|1.0
39.21|-105.83|49.0|1.0
39.21|-105.3|50.0|1.0
39.21|-104.77|52.0|1.0
39.21|-104.24|53.0|3.0
39.21|-103.71|50.0|1.0
39.21|-103.18|48.0|2.0
39.21|-102.65|41.0|1.0
39.21|-102.13|nan|nan
39.21|-101.6|45.0|1.0
39.62|-124.86|nan|nan
39.62|-124.33|26.0|1.0
39.62|-123.8|25.0|1.0
39.62|-123.27|25.0|1.0
39.62|-122.74|24.0|2.0
39.62|-122.21|35.0|1.0
39.62|-121.68|38.0|1.0
39.62|-121.15|37.0|1.0
39.62|-120.63|44.0|1.0
39.62|-120.1|44.0|1.0
39.62|-119.57|35.0|1.0
39.62|-119.04|36.0|1.0
39.62|-118.51|37.0|1.0
39.62|-117.98|34.0|1.0
39.62|-117.45|36.0|1.0
39.62|-116.93|35.0|1.0
39.62|-116.4|35.0|1.0
39.62|-115.87|34.5|0.5
39.62|-115.34|32.0|1.0
39.62|-114.81|32.0|1.0
39.62|-114.28|31.0|1.0
39.62|-113.75|30.0|1.0
39.62|-113.23|31.0|1.0
39.62|-112.7|33.0|0.0
39.62|-112.17|33.0|1.0
39.62|-111.64|32.0|1.0
39.62|-111.11|nan|nan
39.62|-110.58|45.0|1.0
39.62|-110.05|44.0|1.0
39.62|-109.53|44.0|1.0
39.62|-109.0|46.0|1.0
39.62|-108.47|43.0|2.0
39.62|-107.94|42.0|1.0
39.62|-107.41|44.0|1.0
39.62|-106.88|49.0|1.0
39.62|-106.35|49.0|1.0
39.62|-105.83|49.0|1.0
39.62|-105.3|49.0|2.0
39.62|-104.77|49.0|2.0
39.62|-104.24|50.0|1.0
39.62|-103.71|48.0|1.0
39.62|-103.18|47.0|1.0
39.62|-102.65|43.0|1.0
39.62|-102.13|41.5|1.5
39.62|-101.6|44.0|1.0
40.02|-124.86|nan|nan
40.02|-124.33|26.0|1.0
40.02|-123.8|25.0|1.0
40.02|-123.27|26.0|1.0
40.02|-122.74|nan|nan
40.02|-122.21|nan|nan
40.02|-121.68|39.5|0.5
40.02|-121.15|39.0|1.0
40.02|-120.63|39.0|1.0
40.02|-120.1|37.0|0.0
40.02|-119.57|36.0|1.0
40.02|-119.04|33.0|2.0
40.02|-118.51|27.0|2.0
40.02|-117.98|27.0|1.0
40.02|-117.45|35.0|1.0
40.02|-116.93|35.0|1.0
40.02|-116.4|34.5|0.5
40.02|-115.87|33.0|1.0
40.02|-115.34|33.0|1.0
40.02|-114.81|30.0|1.0
40.02|-114.28|32.0|1.0
40.02|-113.75|29.0|1.0
40.02|-113.23|32.0|0.0
40.02|-112.7|32.0|0.0
40.02|-112.17|32.0|1.0
40.02|-111.64|33.0|1.0
40.02|-111.11|39.0|1.0
40.02|-110.58|45.0|1.0
40.02|-110.05|44.0|1.0
40.02|-109.53|43.0|1.0
40.02|-109.0|47.0|1.0
40.02|-108.47|45.0|2.0
40.02|-107.94|44.0|1.0
40.02|-107.41|49.0|1.0
40.02|-106.88|52.0|1.0
40.02|-106.35|53.0|1.0
40.02|-105.83|50.0|1.0
40.02|-105.3|49.0|1.0
40.02|-104.77|49.0|1.0
40.02|-104.24|50.0|1.0
40.02|-103.71|50.0|1.0
40.02|-103.18|48.0|1.0
40.02|-102.65|45.0|1.0
40.02|-102.13|44.0|1.0
40.02|-101.6|44.0|1.0
40.43|-124.86|22.0|1.0
40.43|-124.33|22.0|1.0
40.43|-123.8|23.0|1.0
40.43|-123.27|27.0|1.0
40.43|-122.74|nan|nan
40.43|-122.21|26.0|1.0
40.43|-121.68|28.0|1.0
40.43|-121.15|37.0|1.0
40.43|-120.63|38.5|0.5
40.43|-120.1|37.0|1.0
40.43|-119.57|35.0|1.0
40.43|-119.04|25.0|1.0
40.43|-118.51|26.0|1.0
40.43|-117.98|29.0|1.0
40.43|-117.45|29.0|1.0
40.43|-116.93|30.0|1.0
40.43|-116.4|26.0|1.0
40.43|-115.87|26.0|1.0
40.43|-115.34|31.0|1.0
40.43|-114.81|31.0|1.0
40.43|-114.28|30.0|1.0
40.43|-113.75|29.0|1.0
40.43|-113.23|30.0|1.0
40.43|-112.7|30.0|1.0
40.43|-112.17|30.0|1.0
40.43|-111.64|34.0|1.0
40.43|-111.11|35.0|1.0
40.43|-110.58|49.0|1.0
40.43|-110.05|52.0|1.0
40.43|-109.53|53.0|1.0
40.43|-109.0|51.0|2.0
40.43|-108.47|52.0|1.0
40.43|-107.94|52.0|1.0
40.43|-107.41|53.0|1.0
40.43|-106.88|53.0|1.0
40.43|-106.35|54.5|1.5
40.43|-105.83|50.0|1.0
40.43|-105.3|49.0|1.0
40.43|-104.77|48.0|1.0
40.43|-104.24|48.0|1.0
40.43|-103.71|48.0|2.0
40.43|-103.18|48.0|1.0
40.43|-102.65|46.0|1.0
40.43|-102.13|45.0|1.0
40.43|-101.6|44.0|1.0
40.83|-124.86|22.0|1.0
40.83|-124.33|22.0|1.0
40.83|-123.8|25.0|1.0
40.83|-123.27|26.0|1.0
40.83|-122.74|26.0|1.0
40.83|-122.21|26.0|1.0
40.83|-121.68|27.0|1.0
40.83|-121.15|39.0|1.0
40.83|-120.63|38.0|1.0
40.83|-120.1|32.0|1.0
40.83|-119.57|33.0|1.0
40.83|-119.04|31.0|1.0
40.83|-118.51|31.0|0.0
40.83|-117.98|36.0|1.0
40.83|-117.45|32.0|1.0
40.83|-116.93|30.0|1.0
40.83|-116.4|26.0|1.0
40.83|-115.87|24.0|1.0
40.83|-115.34|34.5|1.5
40.83|-114.81|31.0|1.0
40.83|-114.28|30.0|1.0
40.83|-113.75|31.0|1.0
40.83|-113.23|27.0|1.0
40.83|-112.7|27.0|1.0
40.83|-112.17|24.0|1.0
40.83|-111.64|33.0|1.0
40.83|-111.11|35.5|0.5
40.83|-110.58|49.0|1.0
40.83|-110.05|52.0|1.0
40.83|-109.53|nan|nan
40.83|-109.0|54.5|2.5
40.83|-108.47|52.0|1.0
40.83|-107.94|53.0|1.0
40.83|-107.41|54.0|1.0
40.83|-106.88|48.0|1.0
40.83|-106.35|53.0|2.0
40.83|-105.83|52.0|1.0
40.83|-105.3|49.0|1.0
40.83|-104.77|48.0|1.0
40.83|-104.24|50.0|2.0
40.83|-103.71|51.0|3.0
40.83|-103.18|48.0|1.0
40.83|-102.65|46.0|1.0
40.83|-102.13|45.0|1.0
40.83|-101.6|42.0|2.0
41.24|-124.86|22.0|1.0
41.24|-124.33|22.0|1.0
41.24|-123.8|24.0|1.0
41.24|-123.27|27.0|1.0
41.24|-122.74|29.0|1.0
41.24|-122.21|37.0|1.0
41.24|-121.68|42.0|1.0
41.24|-121.15|40.0|1.0
41.24|-120.63|38.5|1.5
41.24|-120.1|36.0|1.0
41.24|-119.57|34.0|1.0
41.24|-119.04|32.0|0.0
41.24|-118.51|31.0|0.0
41.24|-117.98|36.0|1.0
41.24|-117.45|33.0|2.0
41.24|-116.93|35.0|2.0
41.24|-116.4|nan|nan
41.24|-115.87|39.0|1.0
41.24|-115.34|35.0|1.0
41.24|-114.81|32.0|1.0
41.24|-114.28|33.0|1.0
41.24|-113.75|34.0|1.0
41.24|-113.23|27.0|1.0
41.24|-112.7|26.0|1.0
41.24|-112.17|24.0|1.0
41.24|-111.64|37.0|1.0
41.24|-111.11|38.0|1.0
41.24|-110.58|46.5|1.5
41.24|-110.05|nan|nan
41.24|-109.53|59.0|1.0
41.24|-109.0|48.0|2.0
41.24|-108.47|49.0|1.0
41.24|-107.94|49.0|1.0
41.24|-107.41|57.0|2.0
41.24|-106.88|46.0|1.0
41.24|-106.35|44.5|2.5
41.24|-105.83|55.0|1.0
41.24|-105.3|54.0|1.0
41.24|-104.77|52.0|1.0
41.24|-104.24|49.0|1.0
41.24|-103.71|48.0|2.0
41.24|-103.18|48.0|1.0
41.24|-102.65|46.0|1.0
41.24|-102.13|44.0|1.0
41.24|-101.6|41.5|1.5
41.64|-124.86|22.0|1.0
41.64|-124.33|22.0|1.0
41.64|-123.8|22.0|1.0
41.64|-123.27|34.0|1.0
41.64|-122.74|35.0|1.0
41.64|-122.21|35.0|1.0
41.64|-121.68|38.0|1.0
41.64|-121.15|39.0|1.0
41.64|-120.63|38.0|1.0
41.64|-120.1|36.0|1.0
41.64|-119.57|35.0|1.0
41.64|-119.04|34.0|1.0
41.64|-118.51|34.0|1.0
41.64|-117.98|28.0|1.0
41.64|-117.45|29.0|2.0
41.64|-116.93|28.0|1.0
41.64|-116.4|29.0|1.0
41.64|-115.87|29.0|1.0
41.64|-115.34|29.0|1.0
41.64|-114.81|37.0|1.0
41.64|-114.28|36.0|0.0
41.64|-113.75|35.0|1.0
41.64|-113.23|36.0|1.0
41.64|-112.7|35.0|1.0
41.64|-112.17|33.0|1.0
41.64|-111.64|29.0|1.0
41.64|-111.11|29.0|1.0
41.64|-110.58|25.0|2.0
41.64|-110.05|39.0|1.0
41.64|-109.53|37.0|0.0
41.64|-109.0|50.5|0.5
41.64|-108.47|47.0|1.0
41.64|-107.94|46.0|1.0
41.64|-107.41|41.0|1.0
41.64|-106.88|42.0|1.0
41.64|-106.35|56.5|1.5
41.64|-105.83|56.0|1.0
41.64|-105.3|55.0|1.0
41.64|-104.77|53.0|1.0
41.64|-104.24|52.0|1.0
41.64|-103.71|49.0|1.0
41.64|-103.18|48.0|1.0
41.64|-102.65|47.0|1.0
41.64|-102.13|43.0|2.0
41.64|-101.6|42.0|2.0
42.05|-124.86|22.0|1.0
42.05|-124.33|23.0|1.0
42.05|-123.8|23.0|1.0
42.05|-123.27|24.0|1.0
42.05|-122.74|35.0|1.0
42.05|-122.21|38.0|1.0
42.05|-121.68|38.0|1.0
42.05|-121.15|39.0|1.0
42.05|-120.63|38.0|1.0
42.05|-120.1|36.0|1.0
42.05|-119.57|37.0|1.0
42.05|-119.04|37.0|1.0
42.05|-118.51|37.0|1.0
42.05|-117.98|37.0|1.0
42.05|-117.45|42.0|1.0
42.05|-116.93|42.0|1.0
42.05|-116.4|43.0|1.0
42.05|-115.87|42.0|1.0
42.05|-115.34|45.0|1.0
42.05|-114.81|39.0|1.0
42.05|-114.28|39.0|1.0
42.05|-113.75|42.0|1.0
42.05|-113.23|37.0|1.0
42.05|-112.7|37.0|1.0
42.05|-112.17|39.0|1.0
42.05|-111.64|nan|nan
42.05|-111.11|nan|nan
42.05|-110.58|40.0|1.0
42.05|-110.05|39.0|1.0
42.05|-109.53|38.0|1.0
42.05|-109.0|nan|nan
42.05|-108.47|42.0|1.0
42.05|-107.94|43.0|1.0
42.05|-107.41|42.5|0.5
42.05|-106.88|42.0|1.0
42.05|-106.35|44.0|1.0
42.05|-105.83|54.0|2.0
42.05|-105.3|54.0|1.0
42.05|-104.77|54.0|1.0
42.05|-104.24|54.0|1.0
42.05|-103.71|49.0|1.0
42.05|-103.18|49.0|1.0
42.05|-102.65|48.0|1.0
42.05|-102.13|42.0|1.0
42.05|-101.6|41.0|1.0
42.45|-124.86|21.0|1.0
42.45|-124.33|22.0|1.0
42.45|-123.8|23.0|1.0
42.45|-123.27|23.0|1.0
42.45|-122.74|34.0|1.0
42.45|-122.21|39.0|1.0
42.45|-121.68|39.0|1.0
42.45|-121.15|40.0|1.0
42.45|-120.63|39.0|1.0
42.45|-120.1|35.0|1.0
42.45|-119.57|37.0|1.0
42.45|-119.04|38.0|1.0
42.45|-118.51|32.0|1.0
42.45|-117.98|33.5|0.5
42.45|-117.45|42.0|1.0
42.45|-116.93|42.0|1.0
42.45|-116.4|42.0|1.0
42.45|-115.87|43.0|1.0
42.45|-115.34|44.0|1.0
42.45|-114.81|40.0|1.0
42.45|-114.28|42.0|0.0
42.45|-113.75|42.0|1.0
42.45|-113.23|39.0|1.0
42.45|-112.7|39.0|1.0
42.45|-112.17|40.0|1.0
42.45|-111.64|39.0|1.0
42.45|-111.11|39.0|1.0
42.45|-110.58|39.0|1.0
42.45|-110.05|39.0|1.0
42.45|-109.53|nan|nan
42.45|-109.0|nan|nan
42.45|-108.47|44.0|1.0
42.45|-107.94|44.0|0.0
42.45|-107.41|42.0|2.0
42.45|-106.88|44.0|1.0
42.45|-106.35|46.0|2.0
42.45|-105.83|43.0|2.0
42.45|-105.3|nan|nan
42.45|-104.77|47.0|2.0
42.45|-104.24|48.0|1.0
42.45|-103.71|48.0|1.0
42.45|-103.18|49.0|2.0
42.45|-102.65|41.0|1.0
42.45|-102.13|39.0|1.0
42.45|-101.6|39.0|1.0
42.86|-124.86|21.0|1.0
42.86|-124.33|22.0|1.0
42.86|-123.8|nan|nan
42.86|-123.27|nan|nan
42.86|-122.74|34.0|1.0
42.86|-122.21|32.0|1.0
42.86|-121.68|41.0|2.0
42.86|-121.15|42.0|1.0
42.86|-120.63|42.0|1.0
42.86|-120.1|39.0|1.0
42.86|-119.57|38.0|1.0
42.86|-119.04|37.0|1.0
42.86|-118.51|31.0|1.0
42.86|-117.98|30.0|1.0
42.86|-117.45|36.0|1.0
42.86|-116.93|43.0|1.0
42.86|-116.4|43.0|1.0
42.86|-115.87|44.0|1.0
42.86|-115.34|47.0|3.0
42.86|-114.81|39.0|1.0
42.86|-114.28|41.0|1.0
42.86|-113.75|41.0|1.0
42.86|-113.23|41.0|1.0
42.86|-112.7|41.0|1.0
42.86|-112.17|41.0|1.0
42.86|-111.64|42.0|1.0
42.86|-111.11|49.0|1.0
42.86|-110.58|50.0|2.0
42.86|-110.05|nan|nan
42.86|-109.53|nan|nan
42.86|-109.0|nan|nan
42.86|-108.47|44.0|1.0
42.86|-107.94|51.0|1.0
42.86|-107.41|54.0|2.0
42.86|-106.88|50.0|1.0
42.86|-106.35|51.0|1.0
42.86|-105.83|56.0|1.0
42.86|-105.3|nan|nan
42.86|-104.77|46.0|1.0
42.86|-104.24|45.0|1.0
42.86|-103.71|48.0|1.0
42.86|-103.18|51.0|3.0
42.86|-102.65|33.0|1.0
42.86|-102.13|33.0|2.0
42.86|-101.6|38.0|1.0
43.26|-124.86|nan|nan
43.26|-124.33|nan|nan
43.26|-123.8|nan|nan
43.26|-123.27|nan|nan
43.26|-122.74|nan|nan
43.26|-122.21|nan|nan
43.26|-121.68|nan|nan
43.26|-121.15|40.0|1.0
43.26|-120.63|40.0|1.0
43.26|-120.1|41.0|1.0
43.26|-119.57|41.0|1.0
43.26|-119.04|39.0|1.0
43.26|-118.51|32.0|1.0
43.26|-117.98|33.0|1.0
43.26|-117.45|37.0|1.0
43.26|-116.93|37.0|1.0
43.26|-116.4|44.0|1.0
43.26|-115.87|41.0|1.0
43.26|-115.34|40.0|1.0
43.26|-114.81|39.0|0.0
43.26|-114.28|42.0|1.0
43.26|-113.75|42.0|1.0
43.26|-113.23|44.0|1.0
43.26|-112.7|44.0|1.0
43.26|-112.17|42.0|1.0
43.26|-111.64|41.0|1.0
43.26|-111.11|44.0|1.0
43.26|-110.58|44.0|1.0
43.26|-110.05|44.0|1.0
43.26|-109.53|42.0|1.0
43.26|-109.0|46.0|4.0
43.26|-108.47|48.0|1.0
43.26|-107.94|45.5|2.5
43.26|-107.41|50.0|1.0
43.26|-106.88|50.0|1.0
43.26|-106.35|nan|nan
43.26|-105.83|39.0|1.0
43.26|-105.3|41.0|2.0
43.26|-104.77|45.0|1.0
43.26|-104.24|45.0|1.0
43.26|-103.71|53.0|2.0
43.26|-103.18|56.0|2.0
43.26|-102.65|33.0|1.0
43.26|-102.13|34.5|1.5
43.26|-101.6|36.0|1.0
43.67|-124.86|nan|nan
43.67|-124.33|nan|nan
43.67|-123.8|nan|nan
43.67|-123.27|nan|nan
43.67|-122.74|nan|nan
43.67|-122.21|nan|nan
43.67|-121.68|42.0|1.0
43.67|-121.15|39.0|1.0
43.67|-120.63|nan|nan
43.67|-120.1|40.0|1.0
43.67|-119.57|40.0|1.0
43.67|-119.04|39.0|1.0
43.67|-118.51|34.0|1.0
43.67|-117.98|35.0|1.0
43.67|-117.45|38.0|1.0
43.67|-116.93|38.0|1.0
43.67|-116.4|42.0|2.0
43.67|-115.87|40.5|1.5
43.67|-115.34|40.0|1.0
43.67|-114.81|36.0|1.0
43.67|-114.28|38.0|1.0
43.67|-113.75|39.0|1.0
43.67|-113.23|42.0|1.0
43.67|-112.7|44.5|0.5
43.67|-112.17|45.0|1.0
43.67|-111.64|43.0|1.0
43.67|-111.11|43.0|1.0
43.67|-110.58|42.0|0.0
43.67|-110.05|42.0|1.0
43.67|-109.53|45.0|1.0
43.67|-109.0|52.0|1.0
43.67|-108.47|50.0|1.0
43.67|-107.94|nan|nan
43.67|-107.41|nan|nan
43.67|-106.88|nan|nan
43.67|-106.35|nan|nan
43.67|-105.83|nan|nan
43.67|-105.3|46.0|1.0
43.67|-104.77|47.0|1.0
43.67|-104.24|51.0|2.0
43.67|-103.71|51.0|1.0
43.67|-103.18|34.0|1.0
43.67|-102.65|35.0|1.0
43.67|-102.13|36.0|1.0
43.67|-101.6|35.0|1.0
44.07|-124.86|nan|nan
44.07|-124.33|nan|nan
44.07|-123.8|nan|nan
44.07|-123.27|42.5|1.5
44.07|-122.74|42.0|2.0
44.07|-122.21|44.0|1.0
44.07|-121.68|42.0|1.0
44.07|-121.15|40.0|1.0
44.07|-120.63|39.0|1.0
44.07|-120.1|34.0|1.0
44.07|-119.57|34.0|1.0
44.07|-119.04|36.0|2.0
44.07|-118.51|36.0|1.0
44.07|-117.98|35.0|1.0
44.07|-117.45|32.5|1.5
44.07|-116.93|33.0|1.0
44.07|-116.4|41.0|1.0
44.07|-115.87|40.0|1.0
44.07|-115.34|40.0|1.0
44.07|-114.81|36.0|1.0
44.07|-114.28|36.0|1.0
44.07|-113.75|37.0|1.0
44.07|-113.23|38.0|1.0
44.07|-112.7|43.0|1.0
44.07|-112.17|43.0|1.0
44.07|-111.64|47.0|1.0
44.07|-111.11|44.0|1.0
44.07|-110.58|41.0|1.0
44.07|-110.05|39.0|1.0
44.07|-109.53|49.0|1.0
44.07|-109.0|50.0|1.0
44.07|-108.47|51.0|2.0
44.07|-107.94|55.0|2.0
44.07|-107.41|55.0|1.0
44.07|-106.88|55.0|1.0
44.07|-106.35|42.0|3.0
44.07|-105.83|44.0|1.0
44.07|-105.3|46.0|1.0
